text,language
"Tetapi setelah itu si harimau betina sadar akan perbuatan buruknya dan iapun menangis, menyesal.",Indonesian
Koleksi milik umum dan milik pribadi semakin meningkat.,Indonesian
Pada tanggal 15 November 2010 batas radius bahaya untuk Kabupaten Magelang dikurangi menjadi 15 km dan untuk dua kabupaten Jawa Tengah lainnya menjadi 10 km.,Indonesian
Kisahnya berasal dari Prancis.,Indonesian
Ini adalah daftar karakter Fred.,Indonesian
Dengan konser yang diadakan tiap minggunya dan melibatkan penonton sebagai penentu akademia yang tereliminasi membuat program ini cukup digemari karena memberi warna baru dalam program pencarian bakat yang ada pada saat itu.,Indonesian
Tidak ada yang tahu dari mana dan menjadi Pok�mon apa.,Indonesian
"Hoho digunakan sebagai medium penyebarluasan pesan, nilai-nilai, dan kearifan masyarakat.",Indonesian
Muhammadiyah sebagai induk organisasi dari 'Aisyiyah membuka pintu lebar dan kebebasan bagi 'Aisyiyah untuk berkiprah di tengah-tengah msyarakat dalam rangka mencapai cita-cita mencerdaskan kehidupan bangsa.,Indonesian
"Fluida berviskositas akan terdeformasi secara kontinu di bawah gaya geser, sementara fluida ideal tidak terdeformasi.",Indonesian
"Daerah mereka mulai dari Helef, dari pohon tarbantin di Zaananim, Adami-Nekeb dan Yabneel, sampai ke Lakum, dan berakhir di sungai Yordan.",Indonesian
"Wilayah Ubud waktu itu meliputi Sambahan, Junjungan, Bentuyung, Ubud, Kutuh dan Nagi.",Indonesian
Tapi Len Wein tidak menyukai karakter pria dengan kaki telanjang.,Indonesian
"Pada malam hari, panas di bebatuan dan pasir sedikir reda, tapi sebelum dingin betul sudah berjumpa dengan pagi hari.",Indonesian
"Pada 21 Maret, ia mengklaim bahwa isu bahasa dibuat untuk memecah belah Muslim Pakistan.",Indonesian
Stok menyatakan kondisi sistem pada setiap saat.,Indonesian
Bandar udara ini dilindungi dengan pagar rangkaian rantai dan dijaga oleh polisi bersenjata Nepal atau polisi sipil sepanjang waktu.,Indonesian
"Dia berniat merampungkan segala urusan dan hal-hal yang ada, termasuk hubungannya dengan Bima dan perasaannya terhadap Tasya.",Indonesian
Kondisi asimtomatik juga dialami oleh pengidap hepatitis kronis yang hanya mengalami peningkatan penanda genetik setelah diperiksa secara rutin dalam laboratorium.,Indonesian
Sebuah mantel lentera gas putih Coleman.,Indonesian
"Dia menunjukkan bahwa Airbus akan menyelesaikan konsep perusahaan pada akhir tahun 2004, mulai melakukan konsultasi dengan maskapai penerbangan pada awal tahun 2005, dan bertujuan untuk meluncurkan program pembangunan baru pada akhir tahun itu.",Indonesian
Ruili Airlines adalah salah satu penerbangan LCC dari Tiongkok.,Indonesian
"Sebelum pelaut Belanda dan Inggris tiba di Australia, orang Pribumi-Nusantara dari Sulawesi Selatan telah mengeksplorasi pantai utara Australia.",Indonesian
"Setelah ribuan atau bahkan jutaan tahun berlalu, bersamaan pula dengan surutnya air laut, maka gua-gua tersebut dijadikan sebagai tempat hunian yang ideal oleh manusia pada saat itu.",Indonesian
"Adanya aspirasi untuk mengoptimalisasi dalam pelayanan publik terhadap masyarakat di desa yang semakin berkembang baik pertanian, ekonomi, politik, dan sosial budaya, maka pemekaran kecamaan di Kabupaten Pakpak Bharat pun diadakan.",Indonesian
Desa Kalisari juga terdapat pegunungan kapur dan terdapat batu kapur yang di olah menjadi bahan bangunan.,Indonesian
Kerajaan yang makmur tidak didukung oleh kehidupan rakyatnya yang miskin.,Indonesian
Mehmed menghadiri ibadah Jumat yang pertama kalinya di masjid pada 1 Juni 1453.,Indonesian
Saif Adam adalah penyanyi dan penulis lagu dari Inggris.,Indonesian
"Hasil perjalanan ini cukup baik, Mozart sangat produktif dalam penciptaan komposisi.",Indonesian
Ia tidak menemukan adanya perbedaan.,Indonesian
Dane kemudian mendemonstrasikan senjata karyanya itu.,Indonesian
Satu-persatu pengawalnya bertumbangan di tangan musuh.,Indonesian
"Rasulullah kemudian mengorek-ngorek tanah yang dipijaknya, tak lama kemudian keluarlah air dari tanah itu dan dia mempersilahkan pamannya untuk minum.",Indonesian
"Sebelum abad ke-19, tidak ada perbedaan antara kalium dan natrium.",Indonesian
"Dalam bidang surat kabar/pers, PSI memiliki tiga corong, yakni Koran Pedoman di bawah pimpinan Rosihan Anwar (Nomor perdana Pedoman terbit pada 29 November 1948), Majalah Suara Sosialis, dan Majalah Sikap (terbit perdana sejak Agustus 1948 ).",Indonesian
"Lumpurnya berisi air, gas biogenik, sejumlah hidrokarbon dan sejumlah besar garam.",Indonesian
"Ia tampil sebagai Martha, adik sheriff Sam Phelps pada episode Bat Masterson, ""Farmer with a Badge"" tanggal 18 Mei 1961.",Indonesian
Tiba-tiba wali kota mundur sedikit.,Indonesian
"Pria bersenjata itu teridentifikasi sebagai Tobias Rathjen yang berusia 43 tahun, seorang ekstrimis sayap kanan.",Indonesian
Para pendiri UIN ini secara sadar memberi nama Walisongo.,Indonesian
Papan kayunya ditutupi dengan dempul dan kemudian dicat.,Indonesian
"Secara umum, tahap-tahap reaksi yang melibatkan lebih dari tiga entitas molekul tidak akan terjadi.",Indonesian
Tujuan politis tersebut dapat menjadi bagian lemah dari manajemen perikanan karena beberapa poin dapat berlawanan satu sama lain.,Indonesian
Diharapkan agar film ini dapat memberikan motivasi berkarya buat anak anak Papua khususnya di Merauke.,Indonesian
"Pada masa itu, orang yang ingin menjadi pejabat di pemerintahan harus lulus dari madrasah terlebih dahulu.",Indonesian
Remise adalah salah satu stasiun/bagian yang ada di dalam PG Jatibarang dan juga pabrik gula lainnya di Indonesia.,Indonesian
"Film ini ditulis dan disutradarai oleh Andrew Traucki dan David Nerlich, serta dibintangi oleh Diana Glenn, Maeve Dermody, dan Andy Rodoreda.",Indonesian
Efek listrik mekanik ini ditemukan oleh Pierre dan Jacques Curie.,Indonesian
"Bersama dengan pemindahan tersebut ALRIS juga menyerahkan 14 buah pesawat terbang jenis Dakota lengkap dengan spere partnya, selain itu juga di serahkan sekitar 800 orang personel eks Marine Vieg Kamp serta materiil dan peralatan Penerbangan lainnya.",Indonesian
"Penghancur tank baru ini menjalani debut bertempurnya di musim panas tahun 1944, di mana mereka diberi julukan tidak resmi ""Hellcat"" oleh kru.",Indonesian
Alien vs. Ninja adalah gelar pertama untuk label terbaru Nikkatsu 'Sushi Typhoon'.,Indonesian
"Kisah batu ajaib tidak ditemukan dalam legenda versi Kristen Suryani, tetapi ditemukan dalam tradisi Talmud Yahudi serta dalam tradisi Persia.",Indonesian
Kota ini terletak pada ketinggian 23 meter.,Indonesian
Klub diizinkan membawa lima pemain asing tetapi hanya empat yang bisa bermain di lapangan pada waktu tertentu.,Indonesian
"Di babak kedua, dia mengalahkan petenis kualfikasi Aleksandr Dolgopolov dengan 2 set.",Indonesian
Melihat hal demikian maka Sengkereang Sengkerepang memberitahukan kejadian itu kepada Allah Ta' Alla.,Indonesian
"Barry Patten, yang mendesain Sidney Myer Music Bowl, juga menerima kritik serupa dari Day dan beberapa kritikus lain.",Indonesian
Keberangkatan tersebut sepenuhnya berada di bawah pimpinan Luitenant der zee Tadema yang disertai oleh Kerlen.,Indonesian
"Cara ini berbeda dari cara melipat kuras di Kepulauan Britania, tempat helai-helai kulit dilipat sedemikian rupa sehingga membentuk kuras delapan lembar, dengan lembar-lembar tunggal pada posisi ketiga dan keenam.",Indonesian
"Sejumlah kecil, mungkin beberapa lusin, Q-5As telah dimodifikasi untuk membawa senjata nuklir, ini dipercaya untuk menyimpan senjata internal teluk mereka.",Indonesian
"Bahkan sebuah t-shirt yang pada mulanya menunjukan tanda pemberontakan, seperti pada subkultur punk dengan bergenre musik yang keras sebagai aksi protes dan anti terhadap kemapanan Liberalisme pada zaman sekarang telkah digunakan oleh para penikmat EDM.",Indonesian
Resolusi 1745 Dewan Keamanan Perserikatan Bangsa-Bangsa diadopsi pada 22 Februari 2007.,Indonesian
"Syafi�i pada tahun 1967 M, Asam Rungkad tersebut dihilangkan.",Indonesian
Dilihat pada postingan instagram stories miliknya.,Indonesian
"Di bidang keagamaan, Kembar Karepun adalah pengurus dan penasehat Maha Semaya Warga Pande, yaitu persatuan warga Bali keturunan klan (soroh) Pande.",Indonesian
Akhirnya tubuhnya perlahan terangkat ke bulan dan menjadi Dewi Bulan.,Indonesian
"Menurut Evola, sains Tradisional yang ""tak kenal waktu"" diekspresikan dengan baik dalam teks ini, meskipun ada beberapa hal yang sengaja ""ditutupi"" untuk menghindari tuduhan-tuduhan dari Gereja.",Indonesian
"Selebihnya adalah produksi dari Cosmos Discovery Sdn Bhd, sebuah perusahaan emiten dari Malaysia.",Indonesian
"Kota ini terletak di sungai Vedi, dan merupakan lokasi pabrik wine dan alkohol utama Armenia.",Indonesian
Teman-temannya mengatakan dia lebih cantik daripada adik-adiknya.,Indonesian
Gr�inne menjalani sisa hidupnya untuk berlayar.,Indonesian
"Coogan's Bluff dirilis di Amerika Serikat pada Oktober 1968, di mana film tersebut meraup lebih dari US$ 3,1 juta.",Indonesian
"Osborne (1994), p. 219. Beberapa hari kemudian, pada 5 Mei 1970, Sihanouk mengumumkan pembentukan pemerintah dalam pengasingan yang dikenal sebagai Pemerintahan Kerajaan Uni Nasional Kamboja (",Indonesian
Pelatihan dalam hukum akan menjadi penting memiliki dia dipilih untuk memasuki dunia politik.,Indonesian
"Sultan Mahmoud bertanya, �Bagaimana hal itu mungkin, ketika Abu Jahl melihat Nabi, ia tidak bhagia tapi malah bersedih?�",Indonesian
Ukurannya lebih kecil daripada bakteri sehingga virus tidak dapat disaring dengan penyaring bakteri.,Indonesian
"Nabi di ""alam ini""; ""Dalam karya sebelum Han, ekspresi ""chen-jen"" kelihatannya hanya ditemukan dalam karya inspirasi Taois dan selalu merujuk pada kemistikan pura-pura dan untaian perenungan Taoisme.""",Indonesian
Salju biasanya turun pada bulan Desember dan Maret selama satu atau dua pekan.,Indonesian
"Quataert 2005, p. 92 Sistem ""senioritas agnatik"" (agnatic seniority) dipertahankan sampai pembubaran kesultanan, meskipun pada abad ke-19 ada usaha yang gagal untuk mengganti dengan sistem ""primogeniture"" (keturunan tertua).",Indonesian
Studi Zhuang pada abad 20. Nannina: Guangxi Studi Nasionalitas.,Indonesian
"Namun, karena kedua putranya dari pernikahannya yang kedua meninggal semasa bayi, garis keturunan Alis punah setelah kematiannya.",Indonesian
Lokasi EMD London di Kanada berguna bagi General Motors ketika mencoba memperoleh kontrak Pemerintah Federal Kanada.,Indonesian
Lagu ini debut dinomor satu di UK Singles Chart dan menjadikannya sebagai single keempat mereka yang berada dipuncak disana.,Indonesian
"Walter White, sang tokoh utama, diperankan dengan luar biasa oleh Bryan Cranston.",Indonesian
"Anak mereka, Samuel Robin, lahir pada Juli 1938.",Indonesian
"Usai debut yang mengagumkan tersebut, pers Inggris mulai melihat bakat besar seorang Gilles Villeneuve.",Indonesian
"Tinggal di London, Sheilina telah tampil di hadapan publik melalui berbagai jaringan televisi Inggris.",Indonesian
"Baterai ini dinamakan sesuai dengan material katodanya, sedangkan anodanya berupa grafit.",Indonesian
Romo Anton sendiri yang menjelaskan kepada Bapak Tjuk tugas yang diemban oleh kedua utusan Gereja ini dan meminta kesediaan keluarga Bapak Tjuk untuk membantu karya pastoral ini.,Indonesian
"Satu bulan kemudian, Miyano melanjutkan turnya 6th live tour ~WAKENING!",Indonesian
Di depan tampak lampu-lampu mobil yang berkecepatan tinggi semakin mendekat.,Indonesian
Efek mantra ini akan lenyap saat Harry berusia 17 tahun.,Indonesian
"Setelah muncul dari pupa, lalat dewasa jarang hidup lebih dari beberapa hari, dan berfungsi terutama untuk mereproduksi dan untuk membubarkan mencari sumber makanan baru.",Indonesian
"Ketika dewasa, ia diasuh oleh seorang daimyo bernama Hiroshi Takeda, dan dibesarkan untuk menjadi seorang penasihat perang karena kemampuannya untuk melihat masa depan.",Indonesian
Eksistensi RSUP Yogyakarta pada saat itu tidak dapat dilepaskan dari Kesultanan Yogyakarta karena Sultan Hamengku Buwono IX akhirnya memberi bantuan sebesar f 8000 pada awal tahun 1949.,Indonesian
Teks yang ditulis tentu dipengaruhi oleh teks-teks lain yang dibaca oleh sang pengarang.,Indonesian
Pembukuan oleh kaum gereja kemungkinan besar mengubah aspek dewa-dewi agar sesuai dengan ajaran agama baru mereka dan mengubah detail isi cerita yang menurut mereka menakutkan dan dianggap tidak penting.,Indonesian
"Stasiun tersebut bernomor ""TN-14"".",Indonesian
"Enam bulan kemudian, Ronne ditemukan malnutrisi dan berkeliaran di jalanan dengan masih menggunakan popok.",Indonesian
Noah lalu mencoba memasukkan lirik buatan Pongki ke dalam lagu serta mencari inspirasi dari lirik tersebut.,Indonesian
Pemalsuan juga dilakukan dengan memasang label yang tidak sesuai dengan mutu safron.,Indonesian
Wind Rose Aviation di Bandar Udara Sheremetyevo tahun 2012.,Indonesian
"Jakarta: Hasil kerja sama Perwakilan Koninklijk Instituut voor Taal, Land-, en Volkenkunde dengan Penerbit PT Gramedia Pustaka Utama, 1995.",Indonesian
"Dalam beberapa tahun sebelumnya, pulau ini jarang dikunjungi karena sulit dijangkau dan memiliki reputasi yang buruk akibat kekerasan politik, kecuali untuk mereka yang datang karena tertarik dengan pengobatan tradisional dan perdukunannya.",Indonesian
"Alexios V kini tiba di Mosynopolis, yang berada di bawah kekuasaan kaisar sebelumnya yaitu Alexios III Angelus.",Indonesian
"Juga peralatan yang digunakan oleh pelaut pada masa lalu seperti alat navigasi, jangkar, teropong, model mercusuar dan meriam.",Indonesian
Gajah tampaknya menggunakan komunikasi seismik untuk beberapa hal.,Indonesian
"Laba-laba ini biasanya banyak ditemui di Rusia, Asia Tengah hingga Cina.",Indonesian
Relief pada candi utama berbentuk kotak panel dan medalion.,Indonesian
"Umpan, bagaimanapun, tidak ditampilkan dalam segmen 'Jelajahi' dari aplikasi tersebut.",Indonesian
Ikuti saluran irigasi tersebut sampai bertemu aliran sungai (bendungan jebol).,Indonesian
Tentu saja ini adalah faktor dari banyaknya penggemar sepak bola serta melimpahnya data dan fakta unik dari sepak bola yang bisa dikupas secara mendalam dan menarik.,Indonesian
Ide dari Lorraine (juga disebut sebagai Ida yang Diberkati dari Boulogne) (tahun 1040 � 13 April 1113) merupakan seorang santa dan seorang wanita bangsawan.,Indonesian
"Tuntutan hukum yang diajukan setelahnya menghapus ranah alamat web sci-hub.org. Seusai dihapusnya ranah pertama, Sci-Hub pindah ke sejumlah ranah web; beberapa di antaranya diblokir di sejumlah negara.",Indonesian
"Masa Pergerakan Ia merupakan putra dari Mohammad Moe'min, mantan residen Jakarta asli Betawi.",Indonesian
"Dia menunjukkan bakat komedinya bersama Jackie Chan di ��Chinese Zodiac 12"", sebuah film internasional yang disutradarai oleh Chan.",Indonesian
Termasuk kutipan dari Wacana untuk Paus Benediktus XII dan Penasehat Wacana.,Indonesian
"Seorang wanita ikut dalam rombongan mereka, yaitu Nyonya Susilowati Rikerk, anggota Badan Pekerja Komite Nasional Indonesia Pusat (KNIP) dari Partai Sosialis Indonesia (PSI).",Indonesian
Naoki Sanda pernah bermain untuk Vanraure Hachinohe.,Indonesian
Tidak heran bila tanaman ini memiliki kesan mewah dan eksklusif.,Indonesian
"Nenek moyangnya adalah kucing yang pintar menangkap ikan, dan senang bermain air.",Indonesian
"Helikopter ini juga telah membuka era baru peperangan modern, yaitu konsep penyerbuan udara (air assault), yang akhirnya digunakan dalam berbagai konflik di dunia, terutama dalam operasi khusus dan peperangan anti-gerilya.",Indonesian
Sampah ini dapat dijadikan sampah komersial atau sampah yang laku dijual untuk dijadikan produk laiannya.,Indonesian
Bisa ular ini bersifat neurotoksin (melumpuhkan saraf).,Indonesian
"Dalam sebuah upacara resmi beberapa hari setelah peresmian kedua Juan Per�n itu, Evita diberi gelar resmi ""Pemimpin Spiritual Bangsa"".",Indonesian
Ada juga wisata alam indah tersembunyi seperti Curug Bajing yang akses jalannya masih belum memadahi.,Indonesian
"Amerika Serikat tahun 2018 yang disutradarai oleh Susan Johnson, berdasarkan novel oleh Jenny Han tahun 2014 dengan nama yang sama.",Indonesian
"Mike Nichols (nama lahir Mikhail Igor Peschkowsky; ) adalah seorang sutradara film dan teater, produser, pemeran dan komedian asal Amerika.",Indonesian
"Kedua, Pemilukada tidak langsung menyebabkan anggota DPRD mendapat dua hak sekaligus, yakni hak pilih dan hak legislasi.",Indonesian
Fasa elaborasi merupakan fase saat proyek mulai terlihat bentuknya.,Indonesian
"Selain itu, sejumlah wilayah di kota ini juga telah mengalami perubahan, karena banyak munculnya jembatan dan taman baru.",Indonesian
"Dalam beberapa tahun terakhir, sekolah ini telah mengembangkan hubungan yang erat dengan institusi dan individu di luar negeri.",Indonesian
Ini juga berisiko titik penalti lebih lanjut dalam edisi mendatang karena menjadi anggota asosiasi perdagangan yang berkomentar terhadap standar efisiensi energi.,Indonesian
Dari pernikahan tersebut mereka menghasilkan dua orang anak bernama William Loch dan Neville.,Indonesian
"Tanpa disangka, Gia Pratama kemudian dikenalkan dengan Syafira, yang tak lain adalah keponakan dari bapak tersebut.",Indonesian
Asetilkolin berperan dalam mentransmisikan sinyal atau rangsangan yang diterima untuk diteruskan di antara sel-sel saraf yang berdekatan atau pada sambungan neuromuscular.,Indonesian
"Sekarang band ini terdiri dari vokalis utama Michael Tait yang tadinya tergabung dalam DC Talk, pemain keyboard and bas Jeff Frankenstein, pemain gitar Jody Davis, dan pemain drum serta perkusi Duncan Phillips.",Indonesian
Berikut ini adalah komposisi anggota DPRD Asmat dalam tiga periode terakhir.,Indonesian
Putra merasa curiga mengapa Arika mendadak pintar.,Indonesian
Pesawat ini didukung oleh turbojet Orpheus Bristol BOr.3.,Indonesian
"Jika tendi tidak kembali, maka yang terjadi adalah kematian.",Indonesian
Nama ilmiah spesies ini pertama kali diterbitkan pada tahun 2001 oleh Pinheiro & Hajdu.,Indonesian
" yang artinya Maha Pengampun.
99321	 yang artinya ""Yang diurapi"".",Indonesian
Ia lahir sekitar tahun 470 SM.,Indonesian
Menyunting jenis data yang tidak didukung dengan Regedit.exe dalam Windows NT 4.0 dan Windows 2000 akan menyebabkan konversi data ke jenis data yang didukung oleh aplikasi tersebut dan tidak dapat dikembalikan ke jenis data sebelumnya.,Indonesian
Sebuah photobook berjudul Jun dan kalender tahun 2000 adalah karya terakhirnya untuk sementara.,Indonesian
Ketenaran nama Carissa juga diikuti oleh gosip tak sedap.,Indonesian
Coleen menjadi bagian dari para anggota generasi satu MNL48.,Indonesian
"Sama dengan SMP pada umumnya di Indonesia masa pendidikan sekolah di SMPN 5 Tangerang Selatan ditempuh dalam waktu tiga tahun pelajaran, mulai dari Kelas VII sampai Kelas IX.",Indonesian
Dia bermain selama tujuh musim sebelum bergabung ke US Torcy dan menjadi kapten tim U-13.,Indonesian
"Pelita Air Service yang diperbantukan ke Kogasgab diperintahkan untuk mengirimkan logistik berupa makanan, amunisi, dan obat-obatan.",Indonesian
Sebaliknya jika kapasitas oli kurang.,Indonesian
Diperkirakan meliputi 83 persen dari pekerja migran di Malaysia adalah orang Indonesia.,Indonesian
"Atas insiden ketidaksengajaan Broome mendengarkan rencana konspirasi di ruang penerjemah �yang sialnya tindakannya ketahuan, telah menjadikannya target incaran pembunuhan karena dianggap akan menggagalkan rencana.",Indonesian
Diperkirakan bahwa sesedikit setengah dari jamur ini mengandung racun yang cukup untuk membunuh manusia dewasa.,Indonesian
Internasional Keempat didirikan di Prancis pada 1938.,Indonesian
Pada 2017 ia menjadi pelatih Tim nasional tenis meja Tiongkok.,Indonesian
Badan Penegelola Transjakarta (BP Transjakarta) dibentuk pada tahun 2003 berdasarkan SK Gubernur Provinsi DKI Jakarta Nomor 110/2003 tentang Pembentukan BP Transjakarta.,Indonesian
"Karena daya LED yang sangat kecil, biasanya digunakan pengimbang resistor sederhana.",Indonesian
Laporan tahun 2006 menyatakan etnis Yunani hanya tersisa sekitar 2.500 orang saja.,Indonesian
"Langkah evaluasi ini dimulai dari pengecekan dan pengawasan terkait dengan kehadiran anggota legislatif saat rapat paripurna,rapat internal,rapat dengar pendapat,maupun memasuki masa reses.",Indonesian
"Proyek tersebut kemudian diluncurkan dengan sebuah sumbangan dari seorang pengusaha Denmark, Augustin Gam�l; sisanya utamanya datang dari sumbangan kecil dari masyarakat, melalui pengumpulan sumbangan yang dilakukan oleh para murid di universitasnya.",Indonesian
"Satu tim dapat memilih untuk mengakui setelah jangka waktu tertentu,yaitu minimal pada saat permainan berjalan 15 menit.",Indonesian
"Pada periode Song, tercatat 50 negara yang berdagang dengan Tiongkok.",Indonesian
"Kampung Cisitu secara administratif berada di wilayah Desa Sukamulya, Kecamatan Caringin, Kabupaten Sukabumi Provinsi Jawa Barat.",Indonesian
Perubahan ini merupakan perubahan fisika karena tidak mengubah sifat substansi.,Indonesian
"Setiap atlet berhak untuk melakukan enam lontaran, atlet dengan lontaran terjauh berhak mendapatkan medali emas.",Indonesian
"Pada tanggal 21 Maret 2008, I Gusti Ngurah Rupawan putera Cokorda Ngurah Gede Mabiseka Ratu, bergelar Ida Cokorda Anglurah Tabanan merupakan urutan Raja Tabanan ke XXIV, berpuri di Puri Agung Tabanan.",Indonesian
Kolombia Raya tidak berumur lama dikarenakan adanya perbedaan pendapat mengenai hak kemerdekaan setiap negara.,Indonesian
"Di rumah adat Limbungan, tidak terdapat kamar mandi.",Indonesian
Nomor punggung yang dipakainya ialah nomor 14.,Indonesian
H� Ti�n adalah tempat wisata terkenal di wilayah tersebut karena pantai dan lanskap indahnya.,Indonesian
"Anomali juga diputar di Jerman, Prancis, Benelux, Turki dan Inggris.",Indonesian
"Putera Allah yang sungguh-sungguh Allah oleh karena sehakekat dengan Allah Bapa telah menjadi manusia, (daging).",Indonesian
"Kawasan perkebunan kopi di Malang dan sekitarnya dahulunya berpusat di daerah Penanggungan, Karanglo, Sengguruh, Turen dan Ngantang.",Indonesian
Suleiman Solon dianggap sebagai pendiri Dinasti Keira dan Kesultanan Darfur.,Indonesian
"Namun, ribavirin, obat yang sering diberikan bersama sofosbuvir untuk mengobati hepatitis C, ditetapkan sebagai Kehamilan Kategori X (kontraindikasi pada kehamilan) oleh FDA.",Indonesian
Proses ini biasanya terjadi di minggu kedua penguraian.,Indonesian
"Cui Shun-ji is adalah seorang perempuan Tiongkok keturunan Korea Selatan, orang tua tunggal yang memiliki seorang anak laki-laki.",Indonesian
"Hanya untuk aljabar unital s ada pengertian yang lebih kuat, tentang subaljabar unital, yang juga mensyaratkan bahwa unit subaljabar adalah satuan dari aljabar yang lebih besar.",Indonesian
Waktu perkembangan sangat bervariasi antarspesies (antara tujuh dan lebih dari 60 hari) dan tergantung pada faktor-faktor seperti temperatur dan persaingan antarlarva.,Indonesian
Pembangunan berakhir pada 1969.,Indonesian
Film ini dirilis di Amerika Serikat pada tanggal 30 September 2006 secara terbatas dan 17 November 2006 secara luas.,Indonesian
"Ia memiliki sifat yang tomboi dan kasar, dan dikenal pula sebagai ""cewek brutal"", Nube, vol.",Indonesian
"Pernah dipakai juga untuk pos penjagaan, penjual bensin, dan lain-lain.",Indonesian
"Dulunya dikenal sebagai Microsoft Proxy Server, dan sekarang masuk ke dalam jajaran produk Microsoft Forefront, dengan nama Microsoft Forefront Threat Management Gateway (TMG).",Indonesian
"Kejuaraan-kejuaraan kadang diadakan jika terdapat banyak peminat olahraga di suatu wilayah, dengan memperebutkan hadiah dari sponsor maupun piala.",Indonesian
Yang termasuk dalam proses ini adalah serangkaian perbaikan fasilitas dan penambahan baris kursi ekstra sejajar dengan lapangan serta melampirkan stadion dengan atap yang bisa dibuka.,Indonesian
Namun lagi-lagi hukuman tiga pertandingan yang didapatkannya tidak pernah dilaksanakan.,Indonesian
"Komandan KRI Nanggala-402 yang terakhir, almarhum Letkol Laut (P) Heri Oktavian juga merupakan alumni F�hrungsakademie Jerman lulusan 2019.",Indonesian
"Menurut penuturan para tetua Sibagariang di Hutaraja, nama Panjalahi merupakan sebuah gelar atau julukan yang diberikan karena sepeninggal Namora Silambok, putera bungsunya ini pergi menjelajah mencari harta pusaka peninggalan ayahnya Namora Silambok.",Indonesian
"Sekolah Regina Pacis Jakarta terletak di Jl. Palmerah Utara no 1, Jakarta Barat.",Indonesian
DAAI TV senantiasa mengangkat cerita nyata yang digali dari kisah perjuangan hidup dan jalinan kasih antar manusia untuk memberikan inspirasi serta mencerminkan keindahan dan kehangatan hidup.,Indonesian
"Konflik ini juga ditengahi oleh Belanda, sehingga perang perang antara anak dengan ayah menjadi terhindarkan.",Indonesian
"Berisi 10 buah lagu dengan lagu berjudl sama dengan album, Jangan Marah sebagai lagu utama album ini.",Indonesian
Diorama biasanya menggunakan lokomotif-lokomotif yang tak digerakkan.,Indonesian
Penarikan mundur menyebabkan pertahanan Sekutu berantakan pada sektor utama di front Belgia dan tentara Jerman menduduki pusat Belgia.,Indonesian
Amtrak merasa puas dengan Rc4 dari Swedia yang nantinya menjadi dasar dari pembuatan AEM-7.,Indonesian
Lahan pertanian didesa sering dijadikan pilot project untuk pengembangan tanaman pangan unggulan.,Indonesian
"Suster Irene diserang oleh Valak, dan bergabung dengan biarawati lain dalam doa penuh putus asa untk menangkis setan itu.",Indonesian
Apa yang terjadi dalam rentang waktu 25 November � 10 Desember?,Indonesian
Adipura diraih juga berkat peran serta seluruh komponen masyarakat.,Indonesian
Banyak sekali dokter yang dihadirkan oleh St Andr� agar bisa menguatkan pendapatnya bahwa kelahiran kelinci oleh Mary Toft bukanlah sebuah penipuan.,Indonesian
Nama ilmiah dari spesies ini pertama kali diterbitkan pada tahun 1805 oleh Walckenaer.,Indonesian
"Saat pertunjukan di Phoenix, Ashley Naftule dari Phoenix New Times memuji Lovato atas penampilannya.",Indonesian
"Tahun 1674 Trunojoyo berhasil merebut kekuasaan di Madura, dia memproklamirkan diri sebagai raja merdeka di Madura barat, dan merasa dirinya sejajar dengan penguasa Mataram.",Indonesian
Fonem w pada kata wiak sebenarnya berasal dari fonem v yang kemudian berubah menjadi b sehingga muncullah kata biak seperti yang digunakan sekarang.,Indonesian
"Angin Taifun Ise (Taifun Vera 1959) menimbulkan kerusakan besar di Prefektur Gifu, Prefektur Aichi, dan Prefektur Mie.",Indonesian
Mesin EMD seri 645 adalah mesin terhandal yang pernah dibuat oleh EMD.,Indonesian
Sebaliknya Sultan diminta untuk membubarkan Angkatan Bersenjata Kasultanan.,Indonesian
"Ini adalah keinginan kami bahwa Sir Michael sekarang akan mengejar kehidupan pada masa pensiun setelah hampir 50 tahun dalam politik aktif karena alasan medis dan ketidakpastian masa pemulihan, katanya.",Indonesian
"Untuk pertama kalinya sepanjang sejarah Panasonic Gobel Awards, kategori kreator konten digital dilibatkan pada penghargaan tahun ini yang meliputi empat nominasi berbeda.",Indonesian
"Ia dimakamkan di Pemakaman Katolik Kalvari di Clearwater, Florida.",Indonesian
"Ia telah mengembangkan teknik untuk mempelajari perilaku gen pada sel eukariotik dengan menggunakan ""reporter gen"".",Indonesian
"The Birmingham Post (England), August 14, 2004 Harpur Crewe menjadi Ketua dari Derby Town and County Museum and Natural History Society pada tahun 1836.",Indonesian
Tolong tim media untuk di dalami soal ketransparan ini.,Indonesian
Novel tersebut menceritakan empat anak perempuan dari keluarga pedagang kaya di Osaka yang menyaksikan gaya hidup mereka yang elegan makin memburuk pada tahun-tahun sebelum Perang Dunia II (1930-an).,Indonesian
"Tahun 1843, litium karbonat dipakai untuk pelarut batuan baru dalam kandung kemih.",Indonesian
Ajakan Tommy diterima oleh Carrie.,Indonesian
"Pada 21 Desember, ADUN Julau Larry Sng mengundurkan diri dari Ketua PKR Sarawak dengan alasan membiarkan seorang pemimpin Dayak mengambil alih jabatan tersebut dan memimpin partai dalam pemilihan umum negara bagian Sarawak yang dijadwalkan pada Juni 2021.",Indonesian
