text,language
ni datas kendaraen kude ni belki buwe edi made de kapalang menempuh dalan ie lewati made lah hambe panjangken peri,Alas
ulng ko pandang bintang khut bulan sengkikhene Kao telajak ni hangat,Alas
jalani alukh ne pelin maso sibuk ukhusen kalak,Alas
tahat Ate ,Alas
yuh de lot sen ku pagi kan ku tuko khumah qbsiap Edi kan ku tadingin khut laki ku Nate ku kan khumah q mebelin estetik Nate q baghe khumah kalk e siap Edi kan lot ank ku pagi kan khut ank ku pagi aku Adi tading,Alas
maso me kite pindah me june afib lengang made me jeme payah nonton tv v,Alas
tekhe naleme lot sen khidi mbah Honda bedi ngat gedi amin,Alas
nonton khut managan khut lajang khut main game khut joging khut,Alas
care mempelajari sesuatu edi me kite tanya khut jeme,Alas
sebagien blin uwe masyarakat indonseia nde cinte khut bahasa indonesia nde,Alas
lot name makanan ne kalo ndak salal manok laba glal se,Alas
"malet kekhine mekabakh baik ,lebhe khoh sekhik ne nggeluh ne,lebhe nggo kawin nggo mekhumah tangge tapi khoh bhelin ne beban ne,tapi mbue Kane si nggo njadhi en pe",Alas
menyembah kao aku endak khele mengket telage api yang sangat nyale,Alas
akhus tahan emosi de gakhami solusi untuk selesai kateken kalak cakhe mejile,Alas
de lot dukut nee mu bosihken kase mejile hasil ne,Alas
"khajin,tekun,ulang pantang menyekhah di sokhteken khut due",Alas
malet ukhok jelas Ken se yang paling penting sangat mekualitas,Alas
kase dak cemak mu pakse ni kelola Kase ulang bau endee dak bue si sampah pedamuh ne dak wayang,Alas
ulang males jadi manusie ulang kisat tempuhii mek mebahan,Alas
hubungen khut khamah si jilene sebab Edi bahan SE bahagie,Alas
kene kae Kalak memutuh Ken libukhen ni khumah tangge,Alas
nemu tawakh me nawakh mebuwe pilih en sayukh ni adi,Alas
jeme ne lucu khut nyambung khut aku dan sade sefrekuensi khut aku,Alas
"De aku mendesain acakhe televisi akn ku jadi ken ketekhe kisah ku pas sekolah die, dengan susah payah ne aku mendapatken gelakh tamat sekolah ku, dan aku akan mendesain kune susah ne khang tue melakhe kite dakhi cut sampek mbelin te kase anak anak zaman sendah sadakh",Alas
Kalak khecok khut kalak manek i te gat jeme si cekhok i kite belakang akhi,Alas
mantap dapet sen tule wase mantao ne sen dalet edi mantao edi makane,Alas
malet nange ku inget kakhene aku nde pelupe jeme ne,Alas
setiap pagi khe mangan baru bersihken kandangne  capak I si cemak,Alas
musik di bageken kebahagien ku kakhne taboh mege se,Alas
untuk menghibur ate             khut nangat ngidah kute kalak lain,Alas
seni sipaling melekat be manusie sebab dengan mege lagu ate njadi senang,Alas
"buah apel, kahene iye taboh  dan mejileeee",Alas
batu endak dapet nange ni bukai,Alas
kekhi ne tangis tuwe khut mude made nai hambe panjang kensabde keri ne edi mekhate walang made nae panjang kabar ni bilang,Alas
malet kungin metohse kakhene Edi kekhine ni atukh oleh tuhan,Alas
kakhene gukhu e polu untuk Mido ilmu Kase ukhok kekhine,Alas
mantap lot pekhubahan ne lebih mejile timbang si ngo lewat,Alas
cakhe ne kite hakhus let kendaraen pribadi,Alas
haus tule macem tule gt luakh v kite da bue gunung Kalak no,Alas
cube jelas ken pendapat mu sendikhi kune kehidupen ni masa lampau,Alas
"alasane supaye kite hakhus berbakti tebeken khangtue, ni bagas ajakhen islam let nggo ni jelasken tebeken kite, sukhge ni telapak kiding ibu",Alas
ketike seokhang mekhase bahagie beakhti kae si ni inginken ne atope si ni impikene tekhcape sehingge Mahan iye bahagie,Alas
laus gat bedih mak polu pe kau mak gune ne ande pe,Alas
kahene bue ne pikihen si tanggung ne menyebabken iye jatuh gile,Alas
semoge aku sukses ni mase depan nemu jadi bagien kebangga'en khang'tue ku kelak pagi,Alas
edi me pule aku ama nat ken,Alas
tentang khang tue ku baik awok atau v Amek ku,Alas
"khapi,bekhsih,nyaman,khut taboh ni pandang kalak si ntekhem",Alas
"nde ku cekhiteken sitok jumpe ne aku khut khamahku, petame kami cheten dan ngo dekah khoh nyananne dan pasangen ku v tembak ne aku",Alas
kae plin hal si mahanmu mekhase bekhani?,Alas
kae kae pelin ahal si get nimu hayalken ni bagas geluh nde?,Alas
"pekhistiwe bersejakhah atau perkembangen bersejakhah akhi dunie ilmu, edi contohne buku-buku makin hayak",Alas
pengalamen ni acakhe belaga bujang sante me kas sante ni ketambe manggang manuk khami-khami,Alas
"Kase dk tekhidah cemak lingkungan sekitakh,Kase tekhidah bosih nyaman khut temtekham",Alas
Mak gt ku Putut ii di bamu ee kune v si tekhjadi Bagas ate mu,Alas
"kenangen si paling get ningku waktu mase sekolah, kakhene kenangen edi malet nange nemu tekhulang keduee kaline",Alas
"kakhene sesuatu pilihen e berisiko bue, jadine de salah pilih pot gat lain ye dampak ne si khoh",Alas
baja mesikhat bagas adat alas,Alas
"gampang plin nde bue sen tuko baju, nde nemu laus me salon",Alas
Ni bagas keronde bersile rapet sengkire kanda enggolah wafat jenab pe tangis menampar dade isak dan tangis bang sawan mude,Alas
pendapetku tentang ni mase depan si khoh de kemungkinen masyarakat akan mendekhite kakhene bakhang kekhi ne si mahal edi menyikse masyarakat,Alas
sengkire made engko ciduh ken kerine kendin aku habis ken ukhoh ne kao bermain madah ate ku sakit nyate lah sudah,Alas
"sangat terjangkau, ndak payah nange kite bahan ne",Alas
ubah sikap dan fenomena dan dimana kita bisa mengubah sikap,Alas
"de kao mekhancang baju, akan bage ketekhe iye edi tekhidah",Alas
kesukaen jeme berbede bede jeme pe berbede bede malet bali,Alas
kebuenen ku dapet malet menghakhgai usahe kalak lain khut malet metoh Mido mekhijin,Alas
kakhene malet setuju khut kebutuhan Edi malet setuju,Alas
pertame pikeken hal si ni khancang ken siap di pikeken hal hal kae si pertame kite bahani siap di kite lakuken me kekhine langkah langkah ne,Alas
mahan kalak mesui ate dan malet tebahan beribadah,Alas
kae kae plin si Kao munyangin tentang menjadi anak bekhu/na'ki?,Alas
"pot iye muet Ken ateku Mende jeme me, Mende iye mencekhok",Alas
yaedi dengan cakhe bersunguh sungguh sabakh,Alas
Ni rumah isteri mu enggo menanti hendak kao minum yakin ken hati buwet me hasan pade mase ne kalak pe made pade sisi ne,Alas
kune kalak medaye narkoba mempengakhuhi sebuah negara,Alas
kae kao tekhtakhik khut edi kau trkhtakhi khut sadek edi?,Alas
"mekhayak, sipaling ku panek kalak sok tual",Alas
kakhene nggo ku pilasi kehidupan ku si suram,Alas
kae kae pelin makanen khas atope hidangen si paling populekh no daekhahmu,Alas
 ndape bahanen kalak nggo kite bahani edi,Alas
untuk memaujken daekha te,Alas
suasane ne akhus mejile khit adem nemu kite eyani,Alas
"menukhutku si tejadi mengenai pekhoses pekhpindahen ibukota negakhe nde biase plin,kite sebage khakyat ikutibplin alur ne ,ulang Mahan dikhi pening",Alas
de kite sikel bahan proyek mbelin Kane dana te cukup kite pastiken be kae-kae plin si ni poluken untuk proyek si kite bahani Kane dana ne mencukupi ulang nahan sen pe khehi proyek pe Ndak jadi,Alas
dengen bicare engko sampeken,Alas
"kane ku toh ngase ne, kane ku toh daleni ne",Alas
"hal si gati ni jengengi sewaktu sesade, tentang mase depan,kune kehidupen ku ni mase depan",Alas
candaen sule ni bagas tipe e khut andre ni net ,Alas
belajar khut dosen ganteng jumpe khut imbang,Alas
si ku bahan ni selame nde    nde aku mekhawat tanamen ku pekhtame,Alas
malet kutoh kae artinepe ketekhe ningku jawab sepe,Alas
ulang tading Ken adat khut budaye alas te,Alas
kidah takal anak2 ipene tajom gat kakhatne aku,Alas
ketekhe cakhemu biasene mempekhsiapken dikhi sebelumne laus me bahan atope sekolah,Alas
tambur angkaten ni palu orang,Alas
"sip Ken pelin,sebhab Dhe nggo Kase khahasie bhagi imbang te ,walope malet penting bhante bhagi imbang te nggo pasti penting",Alas
khekhaun khut imbang keliling Cane ngabisken minyak honda,Alas
de let masalah dakhami dalam kelukh ne dengan cakhe sabakh,Alas
senat kakhene Edi sunah rasul ni hakhus ni lakuken,Alas
ketekhe penjajahen mempengakhuhi indonesie edi mengket bende,Alas
cekhiteken dampak pekhistiwe tebeken daekhah mu,Alas
se ku toh tentang musik te lirik khut lagu ne mende khut menarik pasti get ate kalak,Alas
ayam khut bukhung kakhene dapat dibuat untuk makanan enak,Alas
Ake di Indonesia ensiklopedia bebas langsung jadi atau pun yang dapat dilakukan dengan menggunakan alat bantu,Alas
tentang fisik Kalak keadaan kalak khut keduduken kalka,Alas
"kae kau ucapken malet, pas suatu wakhi die keni laus me bedih",Alas
kakhene sedang dilanda kekecewaan khut sakit hati akan pekhmasalahan,Alas
kae pendapeten kao tntang situase sendah ende ni negakhe ende,Alas
"siapken sen, laus me kede, tenggo tukang kede pul edi langsung nukokh",Alas
"de Edi penting Kane karene Edi menyangkut tentang agame kite, kite pecaye ato Ndak khut agame si kite tekunin nde",Alas
"bahase nde Mahan kite mudah untuk saling memahami maksud khut tujuen bhagas ate,si kite pikekhken pe Nemu kite sebhut Ken melalui bhabhah khut bahase,Kalak si mege Ken se pe faham khut ngekhti kae si kite kateken melalui bahase",Alas
Sebat suraten enggo tersaji runtuh me enggo payung khut panji enggo lah nasib untung mu tuan suraten mu enggo mate tertanan,Alas
"mebue sen,bue mangan,lajang-lajang dan tentune",Alas
kn dak kekade gedi v jawab kn yg penting tersedia nge nage akhi,Alas
"kune denoh ne kamu khut keluakhge mu, kae kae plin waktu kamu sedang cenek lebih baik buen kalak",Alas
ni palu metambur tande angkaten,Alas
hal yang terbaik pemandangan yang cantik,Alas
saudare husin lain kme ne ramal de made mungkir kate ne edi me sebab khon ne kayu tapi ni cabut seorang anak ne rate,Alas
"Dewi lestari,kakhne ye jeme get ate ku dan ye ku pilih untuk penulis si paling get ate ku",Alas
malet nae sekolah kuliah v Ndak ape lagi gat mebahan khoh ndauh ne,Alas
kakhene bahagie ake si impiken ne terkabul ken,Alas
Mende khut mantap kakhe nemu membantu ku,Alas
Malet pas kap ne ato pe malet bage ate ne edi kase p pekhotes iye,Alas
"kekhine nasehat kalak ku ge ken apelagi nasehat si mejile-mejile e, get amin ate ku megeken se",Alas
menuju kar bale padang daraten,Alas
pengalaman paling menyenagken edi mda tentang aku jumpe khut ie,Alas
emosi kiye nemukin kite mbuet keputusen ni saat kite sip ataupe ni saat kita sedang emosi,Alas
cekhiteken pengalamen si bekhkesan atope bekhmakne si kao miliki ni saat bekhpekhestasi bahas suatu acakhe pekhtemuen bekhkomunitas,Alas
Aku gambakhken dengan mecekhiteee ni aplikasi ndeee,Alas
cekhiteken pengalamenmu si bekhkesan atope si bekhmakne bagas geluhmu sendah ende,Alas
"bahagie Ndak te kokhe, serakhe dunie nde milik kite 2 kalak",Alas
dengan menggadeken lomba khe ken hak masyarakat khut ulang korupsi,Alas
"kene kae gat kalak membutuhken libukhen, sebab untuk refreshing pikekhen",Alas
ni datas gajah sultan bertempat,Alas
khut prestasi ku Kase terkenal Kase bangga khang tue ku,Alas
apabile Kao sikel mahan gue ni deleng gue kae atemu kao bahani,Alas
"khase ingin metoh kite e ndatas Kase gat penasakhen kite ,nangat kite metoh SE lebih ndauh tule",Alas
saudare ne pe segere khoh membantu,Alas
kenangan indah pas cut Kukhang inget aku te mek ku pe malet cekhiteken ne,Alas
cekhiteken gambakhen bentu tekhanspakhan tekhadisional si nuguneken ni badaye atope daekhah mu,Alas
"gakhami inspirasi be kae si ndak penah aku bahani, gat bahani Kane ukhok",Alas
"menukhut mu, go kah sistem pemerintah sendah go pas untuk indonesia?",Alas
cube jelas ken kae gat nemu kamu memutusken untuk nokokh khumah,Alas
"si paling megah si mlt penah let  ni cabe nde,pokokne malet tetandingi ise pe",Alas
kakhen gukhu e kejam makane biakh ank mukhid ne e,Alas
Hal kae pelin si paling kao get ti dakhi pasangenmu?,Alas
"cekhiteken tentang musik dan seni bagas budaye kendin, termasuk tradisi atope praktik unik",Alas
"Dengan cakhe membuktiken ulang Hamin ato kas ne mejile, pecume kaas ne Mende de makanenne malet taboh Sitok pe",Alas
june gt Edi v cekhite ken bami me mkst mungkin gt ku cekhiteken,Alas
mebue Ibadah Khut ulang melawan khorang tue kite Kane geluh kite taboh,Alas
guneken aplikasi ne pul edi gakhami kae si nangat kite tukokh pul edi tekan keranjang ne gat cek out ken,Alas
bahan se aku bersyukur kakhene aku tong ni bekhiken napas dan kesehaten untuk melakukan kegiaten ku,Alas
 saidina abu bakar mereken kabar,Alas
"te seadai ne let imbang mu sukhuh ne simpan khasie dan kamu malet tenang untuk nyimpan khasie ge, kae si kamu bahanni untuk menanggapi se",Alas
berbgai khut bermanfaat untuk khalak khe ide positif edi me si nemu kukheken ide untuk lingkungen ni kuteku,Alas
mengket ken to ie be telage racun males ke mele si aku tanggung keronde ni buka dengen segere awak ne ni rante bage ken kere,Alas
iye plin lah ngo kae nae teh hijau untuk kesehatan dan keselamatan kerja apa yang terjadi di Indonesia,Alas
"sebulan dua bulan kemudian, maka di ada kan kah mecah nakan pertama",Alas
"siapken bahan pul Edi tanem siap Edi timai soh iye mil pul Edi pupuk tekhus timai be sebulan duebulan bakhu nipanen,pul ngo ni panen bakhu kite me pabrik ne Kase ni giling",Alas
anak negeri bordad mekhate rawan muke ne pucat bhage ken dhawab dhari bagas peti telu se joli lalu ni luar ken raje usalli,Alas
padang karbale rase qiamat ni tengah padang ni cincang lumat made lah dapet ngelepas ken diri,Alas
kedua: membawa nakan sayukh dan puket mekuat,Alas
"te let sen mu biaya i se,siapken bahan-bahan si perlu ni siapken untuk bahani SIM e",Alas
buetken sen habis edi kite cari bakhang habis edi kite kheken me kasir?,Alas
bekhat ne ato kulit ne ato mejile atau mlot de mlot mejile kae si tuko habis Ken sen amin edi,Alas
terhenti lebe pule kabarken,Alas
Awak ne ni semoh lalu ni tangisi ne Ni siram dengen lawe mate ni Ali akbar pe bermohon sile Terus menuju padang karbale,Alas
biase pelin malet get malet Ndak get kakhene aku jemene biase pelin,Alas
bekas ku gantung enggo mesekah ibarat ne kapal karen ni tengah,Alas
let Maslah ku ni Bagas ke uangen cakhe ku mengatasi se mebahan kase let sen te Ndak mbue pikekhen pe,Alas
kakhene niat khut pecaye dikhi sendikhi,Alas
tersebut me yazid raje johari ni lain dusun lain dese negeri alat ne cukup untuk berperang begedi me kate sa'ir karangen,Alas
Lakukan hal si mahan ate senang sebab kaepe bersumber dakhi ate,Alas
cakhe ku terbaik tuk bantu kalak kekhene aku dak lot materi mungkin nemu aku pake nasehat,Alas
"pekhan ne mbue ,tapi si paling kite toh ne iye Mahan pabkhik ndapah Ken die",Alas
Ninik petame ni kute q Edi khut kakek Edi me iye tading pertama ni hano,Alas
menukhutku sifat bukhuk si let nimiliki seseokhang adalah males,Alas
"menulis khut tetap bhelajakh ni khumah, malet mu lewat waktu kosong tanpa niisi khut kegiaten mejile",Alas
mahan kae kae anse lomab pasyi twbai gah di te ni agdwh coj vahsv hal bahan bakar hw,Alas
"pekhan si tekhjadi nijalale, bali halnis telahjadi ni valilacah kite nde",Alas
ato b model khumah ne june de get ninte tuko ye gat gedi,Alas
Lepas sembah yang pede yuari jum'at Janji de hambe senakh ku ta'at Hambe me janji lepas sembah yang Badan tubuh ku nemu ni pisah ken,Alas
 alham dulillah akhir kalam ne,Alas
kakhene sikap ne kadang ke ibuan Mahan SE get kalak,Alas
bagi ku kenangen si paling berkesan Wak khut bibik ku ni persatuken tule,Alas
hak seorang istri bageken ken lawe si mengalir dan jernih,Alas
wakhi nde aku khut pelatihen khut imbang kuliahku,Alas
"malet pake rencane,medem hamin ku pot,medem mangan masak,edi hamin",Alas
ketkhe cakhenr kao menunjukkrn menkalak lain bajwasene kau peduli?,Alas
apekah kau senang dang imbang mu mekhe penangan khut lawe bamu?,Alas
kune kenin melakuken penelitien masalah atau situasi si bahan setres,Alas
"malet kae pe indah,pepelin mesui ate ku,malet ku gup",Alas
tanyak kune kabakh ne tanyak dang kae ye,Alas
dengan cakhe mekhimbang khut masalah si kite teliti,Alas
pengalamenku si paling menyenangken kukap edime de sepuk khut keluargeku,Alas
"matematika, kakhene hobiku ngitung-ngitung dan Nile ku v datas",Alas
"kakhene gukhu ne kejam, de bakhu mengket kelas senakhen Mido PR Lebe de malot siap PR hukum ne anak mukhid ne",Alas
"malet pengasaan ku da, ndak paham aku edi da",Alas
"maen game, ngopi, ngekhokok, cekhite khut imbang",Alas
"karene aku pecaye khut pilihan ku e,edime khahus yakin khut diri sendiri e",Alas
ceriteken pekhan si tekhjadi ni jawe Bagas membentuk sejakhah wilayah mu?,Alas
lebih akhir ne dusun negeri de,Alas
cekhiteken pengalamen si bekhkesan atope belhmakna si kau miliki sendah ende bekhpkhestasi ni bagas sadrk acakhe upacakhe agamr atope pirtual,Alas
adat atau v kebiasaen ni budaye ku ielah menggosip ni dape pet,Alas
ngato ngato ni khumah ninik kami sambil khidi khidi,Alas
ketika belande menjajah kute q Edi me terjadi pekhang khut khubat,Alas
peti me susun made dhe goyah ni bukeken segere sekalian peti barang pakenen demikian lagi,Alas
ulang abengken sampah sembakhangen khut menengkah batang-batang sembakhangen,Alas
cube cekhite ken kae kae plin kekukhangen mu ni bagas dikhi mu sendikhi,Alas
Babaine edi malot pantas ni tekhime oleh Bekhu Dinam si tonge tekhpukul khut nading ken ne Si Layakh,Alas
si bahan aku sedih Edi me jaman waktu aku e ni pesantren,Alas
tel edi bahan si kite pakai me jadi kebutuhen,Alas
zenab sari banun lot di situ,Alas
badan ne edi hampir go khanun,Alas
jeme si pebual get buali Kalak malet me pikekh,Alas
"kisah paforitku si pot ku bagiken me Kalak lain malet,sebab Bagas geluh ku malet kae pe si menakhik,malet nge Nemu Mahan Kalak terinspirasi dakhi geluhku",Alas
pentingne mengetahui se supanye kite toh hal si tekhajdi dan kite dapet menghindakhine,Alas
nipe si paling aku biakhi kakhen aneh palin menukhut ku,Alas
khayak kidah bahanenku sendah dang berjuang aku ngurus website wisata edime si nemu kucekhiteken wakhinde sebenakhne bue tong kesibukenku bage nulia pelajakhen tentang kune mahan media mejile ni website kane got te khalak,Alas
"ende wakhi teakhe libukhmu,ketekhe kao kase menghabiskense",Alas
kune kenin menggambakhken pengalamen kenin mengguneken ikata,Alas
"ende wakhi tekhakkhe mj libukhen, ketekhe nimu kase akan menghabisken waktune",Alas
aku oe geid nge diw yang tidak bisa lihat jurnal orang yang sangat dicintai oleh kalak si pot bunga minimalis,Alas
"jatuh cinta, bahagie",Alas
pecaye dikhi ulang ge Ken cekhokh Kalak lain si malet penting bagi dikhi kete,Alas
"Mengganggu aku si dang tenang, buet ne sen ku, bueet ne barang si aku sayangi ato pe pinjam ne barang ku dang tanpe sepengetahuen dikhi ku",Alas
bue gat kalak calon presiden karekhne bue kalak yucuk iye,Alas
kene tenang Ken kene khe kae si kite pido,Alas
bacakh ye bage Kalak no line ken nale me dak nale me aku v,Alas
nate ku tokoh si baik kase ne kase tobat sekalien,Alas
Megeduh khubat siap edi tawe tule te main bancis,Alas
kune ken Ale me me gedi plin malet da payah payah,Alas
"kae plin hal si kao get lamuni, cube be kao jelasken secakhe khinci?",Alas
insya allah due tahun kedepan nde aku mu jadi kalak sukses,Alas
malot kebijakan kae pe khutken  ne amin selukhuh sampah gat tutung ne,Alas
buetken kae si pkhintah ken ne khut kite kae nale me,Alas
tangan ne tibe made bergerak,Alas
aku v da kae si ku pikekhi ee Edi si ku bahani de dak ape let,Alas
pikekhi kae si nangat Bagas ate akhi kae si selera bakhu gat Edi tasak i,Alas
sifat ne bede akhlak ne bede jeme ne pe bede,Alas
khencane ken kae si sikel kite tukokh,Alas
menukhutmu kene kae kalak perlu waktu bangku sade,Alas
laki isteri tandok ni situ,Alas
kekae pelin keputusen si Kao bahani khut kalak lain,Alas
iye memiliki pekhasat mejile tekhus pet susah khut senang de mekhimbang,Alas
gat susah de Kao made sure ulah mu Made bue pate ko metue made,Alas
sikulakuken waktu aku mengalami jenuh ni bagas hubungen adalah tetap mendalani hubungen edi kakhene khase jenuh di malet selane ne bekhlangsung,Alas
cekhite atau PE kisah paforitku si ku cekhiteken Nate ku me Kalak malet gat bue su tape se Nemu me Sitok menginspirasi Kalak lain,Alas
hal si mahan aku jadi me enekhgi salah satune aku nemu istirahat dan nemu mengisi waktu luang ku dangan hal positif,Alas
mekhadu emosi main se panek en malot pot ngalah antakhe buah,Alas
ulang mencuri kotak alamkahene aku burt pianga kacat,Alas
"suakhe kekhas suakhe sekhem,suakhe hantu",Alas
masih Kalak Bante malet mu ni tuko khut kae pe,Alas
kisah adat pemamanen khut kendukhi,Alas
kakhene sendah bue tekhjadi anak Khu si gakhami belanje jadi tulang punggung keluakhge ne de gedi kae gune ne ank laki munyang ate ku ngidah se,Alas
let citok masalah di perbelin hoye ni selesai Ken ne,Alas
tersebut pule sultan budiman lalu ni karang surat kirimen mule ni karang surat terjadi sorte de dengen thalib ne ali,Alas
bue ne kede ande lot mek Pino mek karisa bue ne mlot payah alas lot sen,Alas
kene kae gat let mate pelajakhen matekhi si Kao geti,Alas
Kane lot kabakh gembikhe Bane khoh Edi Mahan se iye tanggis,Alas
"de nemu kutoh kune kenin nadingken, apekah kenin nangat metoh ?",Alas
"sebenakh ne bagas kaidah kami Agame Islam melakhang njadi tukang foto, apelagi si nifoto hewan atope makhluk si menawe",Alas
musyawarah kane selesai masalah e ndak nae mbelin,Alas
"tentang kegeluhen ku,baik senang khut susah ku,keluh kesah ku",Alas
"takhi belo mesusun, pelebat dll",Alas
bege medem kite gt hayali kar si kite impi Ken begedi me sengkikhe ne,Alas
malet ku toh aku nde masalah politik nde malet paham su,Alas
baik ku pido me tuhan Edi me ku pido tekhe kin nde,Alas
"ganteng jeme ne, mekhayak sen ne, jeme ne sekolah datas tule",Alas
malet ku toh sejarah kae pe si lot ni daerah ku nde,Alas
kekae pelin masalah kemasyakhaten si paling kao cemokhi,Alas
kae plin hal ni Bagas pikekhenmu saat Ende,Alas
abeyyyyyyyy Wase  bahagie ne kukap ketike jatuh cinte me jeme si get ate ku e,Alas
tidak menjaga janji setia antakha pasangan khut bekhbagi cinte,Alas
hal hal kae plin si nemu dapet ni jadi ken kalak profesional ni bidang mu,Alas
 nabi yulah suleman me mahanise,Alas
istirahat mejile sopan jage kebosihe mejie aklak,Alas
bahagie membahan kae v bahan semangat de tekhinget ye,Alas
mbue hutan rimbun ne si lot ni kunjungi kalak turis tempat ne ni wisata ketambe,Alas
laus me kace kase nemu kite idah awe te me gedi amin cakhe ne,Alas
ketekhe kin langkah ne ke kho hen kami,Alas
si terbaikne aku nemu metoh kute - kute kalak lain tule,Alas
kakhene sudah tekhbiasa dengan pilihan yang lama khut nyaman,Alas
"kadang aku malet ne waktu senggang pe karene sibuk su kuliah tapi malet gat sibuk su pe, palingen aku mengisi waktu senggang ku khut nonton film ngato tik tok, bace novel dan de let tugas ku Edi be ku selesei ken",Alas
kae mahan se kamu gat nemu dempik ni situasi jeme tekhem dan kae alasen mu,Alas
"Slumu numan, gedung-gedung hancur trus bue korban kiwe",Alas
bhage ken semut laskar medalan kiri dan kanan berlomba-lomba en umpame ranjo ni ujung senapang padang karbale go dohor simpang,Alas
tebe anakku sorte ame ku,Alas
menukhutmu ketekhe cakhene indonesie untuk nwmu memenangkrn piale dunie ende kae bahanine dunie,Alas
pikekhken bahwa bahanen sulit ne gampang atau mudah kakhene de kite kateken suut pasti suut,Alas
aku terkadang seneng te ni bekhe ken panganen si khe ken imbang kakhene aku pe pet mekhe me imbang saling berbagilah cekhite ne,Alas
saat keluakhge ku ni uji masalah keluakhge khut keuangen sungguh sedih khasene,Alas
aku ni lahekhken dakhi cut soh mebelin ku dengan cahe sempulhnr dan sejak nggo mbelin aku dimanjeken olah kedue okhang tue ku,Alas
khalak bayak khalak baca khalak menjile khut bayak,Alas
kakhene lebe sebagian jeme hobi khut  binatang binatang begedi,Alas
khamah idamen ku ee da maso pokhlu ni jelasken kakhene Edi khasie,Alas
kae mahanse kau milih khut nggunekn pilihenmu dakhipadhe pkhoduk lain?,Alas
mlet satu en ne dape v sah nge kune nine Hadi kae nine Edi me,Alas
kene kae gat Kao pot/malet kongin mempunyai anak,Alas
peti si tading keri ne besi,Alas
kae plin si dapet kite pelajakhi dakhi sejakhah si nemu nolong kite memahami permasalahan khut tantangen sendah nde,Alas
si paling ku senang khut imbang ielah ni saat aku sedang megukho khut imbang ku,Alas
gahami kas ne gat,Alas
manfaatken waktu senggang kite khut si bermanfaat ne si mu menghasilken sesuatu,Alas
kae pertimbangen ne bamu apebile kao memilih kas mangan,Alas
kune cakhe Kao meningkatken cakhe mbahan khut-khut,Alas
tel pilihenkue mantap walaupe salag setidakne aku dak kecewe khut pilihen ku,Alas
mejile pekhasat Kase segekhe lot jodoh dak ni macik macik ken,Alas
karene kadang let musibah khut Edi make iye sedih atau kadang let kabar gembira,Alas
"menukhutmu, kae plin hal baik dari dunie, sembayang lime waktu khajin mekhe me kalak malet mampu",Alas
"menukhut mu, kune cakhe ne kami nemu meningkatken fitur bakhu aplikasi kami",Alas
karekhne senang ate ne makene iye tawe senang,Alas
ni Bagas atemu dak mar teganti aku sayang bami aku cinte,Alas
Galang mangan main hp nonton tv karoke cingo anak medem mangan medem mangan Edi amin ulah ku,Alas
jeme ne baik pengertien malot buwe bage  Nemu babai cekhite,Alas
de tradisional tranportasi kite biase ne kude atau kuda,Alas
honda kakhene iye dape pe mbah ne aku si dape pe edi,Alas
ketkhe cakhenr negakhe kandu akan bekhubah de anak anak ni izinken untuk pemilihen,Alas
ketekhe kau bahanse penelitieb memgenai komplek atau situasi si bahan setekhes,Alas
kakhene kalak e v mungkin bue pikekhen ne edi kase pot ten ye menenangken dikhi sesade,Alas
Ni karang surat kabar dan madah Lalu ni suruh ne ni babe perwirah Soh tebe ken Sultan perwire Tebe ken Sultan mah kote negare,Alas
Zenang menjawab sambil berkate ame mu tading mabuk ber cinte kate akbar ne kalak mengarang duwe wakhi lebih dan kurang,Alas
"Ulang mbuee su melelo me, ulang peet jatuh cinte me Abang kelas tule, ulang pelin mbuee su jajan himat Sitok, ngo Edi pelin",Alas
jelasken tentang kas kao ni belinken selame ende,Alas
kae plin si pot kau lakuken dokho liburen,Alas
nemu jadi kalak bayak sebayak bayak ne ne bagas mimpiku e buah akhi nemu aku jumpe khut rasulullah,Alas
Edi malet ketoh sebab aku Ndak pernah make pakaian adat,Alas
nentuken kae si kite prioritasken e si petame si perlu atau  pe si megune bante,Alas
lalu bertitah sultan terbilang,Alas
berusaha dengan baik Budi pekerti jaga sikap sopan dan santun,Alas
terus menuju tebe ken kute,Alas
kune kabakh su sendah te secakhe finansial dan pendidiken mu apekah lebih dakhi sendah?,Alas
memotokh siap di laus bedih melohe tuke ku pe,Alas
due ne v penting de malot sen da mlot mebekhas b malot Gt mangan se lot sen da khrine ne jeme pot Bate si benci e v jadi imbang gat,Alas
proses penikahen ni suku alas petame jagai telu bongi dan pangekhi,Alas
maju lebih baik tule kedepan ne ulang geken cekhok kalak si malet penting,Alas
se mahan teman ku laukh biase waktu iye pot nolong aku waktu susah,Alas
kekhja menjadi kalak sukses khut menikah khut julia Dara,Alas
' Tukang nujum mengadep me tungkuk te memekhe hokhmat ne,Alas
hal si ku lakuken mangan atau pe ngemil sambilen nonton,Alas
cara mengelola sampah yg baik dengan memilah sampah atau membede bede ken sampah setelah edi bahan kreasi kreasi si menghasilken sen,Alas
Wahe anak ku cahye mate anak de seorang enggo lah nyate si abu kasim berangkat perang sohme janji bagas me perang,Alas
tanye kalak laen atau pe jeme ni sekitar kite,Alas
Aku jadi ken ken bunge rampe tulan khut sendimu hendak ni gupai kiding mu putok enggo  ketahu en supaye senang ate sikawan,Alas
"teknologi Mahan gaye nggeluh manusie mekhobah,sehingge Mahan pencekhok jeme si ntekhem mekhobah,cakhe mebhahan pe mekhobah",Alas
